Latitude,Longitude,Anomaly
17.5,27.5,0.74
17.5,32.5,0.11
17.5,37.5,1.12
17.5,42.5,1.62
17.5,47.5,2.62
17.5,52.5,1.98
17.5,57.5,1.45
17.5,62.5,1.29
17.5,67.5,1.08
17.5,72.5,0.91
17.5,77.5,1.18
17.5,82.5,0.57
17.5,87.5,0.26
17.5,92.5,0.13
17.5,97.5,0.9
17.5,102.5,2.05
17.5,107.5,0.9
17.5,112.5,0.7
17.5,117.5,0.57
17.5,122.5,0.68
17.5,127.5,0.73
17.5,132.5,0.61
17.5,137.5,0.33
17.5,142.5,0.12
17.5,147.5,0.05
17.5,152.5,0
17.5,157.5,0.01
17.5,162.5,0.07
17.5,167.5,0.13
17.5,172.5,0.15
17.5,177.5,0.15
17.5,182.5,0.14
17.5,187.5,0.13
17.5,192.5,0.19
17.5,197.5,0.19
17.5,202.5,0.22
17.5,207.5,0.23
17.5,212.5,0.27
17.5,217.5,0.31
17.5,222.5,0.26
17.5,227.5,0.21
17.5,232.5,0.18
17.5,237.5,0.1
17.5,242.5,0.14
17.5,247.5,0.42
17.5,252.5,0.68
17.5,257.5,0.9
17.5,262.5,0.99
17.5,267.5,-0.04
17.5,272.5,0.43
17.5,277.5,0.65
17.5,282.5,0.64
17.5,287.5,0.63
17.5,292.5,0.61
17.5,297.5,0.69
17.5,302.5,0.96
17.5,307.5,1.25
17.5,312.5,1.37
17.5,317.5,1.5
17.5,322.5,1.67
17.5,327.5,1.81
17.5,332.5,1.88
17.5,337.5,2.19
17.5,342.5,2.68
17.5,347.5,1.97
17.5,352.5,1.52
17.5,357.5,1.4
22.5,2.5,1.45
22.5,7.5,0.86
22.5,12.5,-0.15
22.5,17.5,0
22.5,22.5,0.01
22.5,27.5,0.4
22.5,32.5,0.2
22.5,37.5,0.97
22.5,42.5,0.48
22.5,47.5,1.1
22.5,52.5,1.04
22.5,57.5,1.03
22.5,62.5,1.16
22.5,67.5,0.88
22.5,72.5,1.04
22.5,77.5,0.38
22.5,82.5,0.08
22.5,87.5,-0.03
22.5,92.5,0.11
22.5,97.5,0.92
22.5,102.5,2.02
22.5,107.5,0.68
22.5,112.5,0.31
22.5,117.5,0.55
22.5,122.5,0.64
22.5,127.5,0.9
22.5,132.5,0.77
22.5,137.5,0.44
22.5,142.5,0.24
22.5,147.5,0.14
22.5,152.5,0.12
22.5,157.5,0.01
22.5,162.5,0.06
22.5,167.5,0.11
22.5,172.5,0.16
22.5,177.5,0.17
22.5,182.5,0.19
22.5,187.5,0.16
22.5,192.5,0.14
22.5,197.5,0.16
22.5,202.5,0.12
22.5,207.5,0.15
22.5,212.5,0.2
22.5,217.5,0.25
22.5,222.5,0.23
22.5,227.5,0.2
22.5,232.5,0.15
22.5,237.5,0.21
22.5,242.5,0.49
22.5,247.5,0.91
22.5,252.5,1.2
22.5,257.5,1.22
22.5,262.5,0.88
22.5,267.5,0.34
22.5,272.5,0.22
22.5,277.5,0.14
22.5,282.5,0.18
22.5,287.5,0.17
22.5,292.5,0.14
22.5,297.5,0.24
22.5,302.5,0.45
22.5,307.5,0.74
22.5,312.5,0.92
22.5,317.5,1.21
22.5,322.5,1.53
22.5,327.5,1.78
22.5,332.5,1.92
22.5,337.5,2.01
22.5,342.5,1.93
22.5,347.5,2.53
22.5,352.5,2.61
22.5,357.5,2.08
27.5,2.5,1.58
27.5,7.5,1.05
27.5,12.5,1.05
27.5,17.5,0.53
27.5,22.5,0.85
27.5,27.5,0.52
27.5,32.5,0.42
27.5,37.5,0.31
27.5,42.5,0.32
27.5,47.5,1.14
27.5,52.5,1.12
27.5,57.5,0.91
27.5,62.5,0.99
27.5,67.5,0.34
27.5,72.5,0.21
27.5,77.5,-0.42
27.5,82.5,-0.67
27.5,87.5,0.03
27.5,92.5,0.14
27.5,97.5,-0.43
27.5,102.5,1.05
27.5,107.5,0.11
27.5,112.5,-1.4
27.5,117.5,0.23
27.5,122.5,0.48
27.5,127.5,0.89
27.5,132.5,0.9
27.5,137.5,0.6
27.5,142.5,0.48
27.5,147.5,0.05
27.5,152.5,0.01
27.5,157.5,0.12
27.5,162.5,0.19
27.5,167.5,0.23
27.5,172.5,0.22
27.5,177.5,0.2
27.5,182.5,0.09
27.5,187.5,0.05
27.5,192.5,0.13
27.5,197.5,0.22
27.5,202.5,0.16
27.5,207.5,0.09
27.5,212.5,0.1
27.5,217.5,0.19
27.5,222.5,0.3
27.5,227.5,0.29
27.5,232.5,0.25
27.5,237.5,0.33
27.5,242.5,0.69
27.5,247.5,0.87
27.5,252.5,1.14
27.5,257.5,1.78
27.5,262.5,1.1
27.5,267.5,0.1
27.5,272.5,-0.2
27.5,277.5,-0.46
27.5,282.5,-0.17
27.5,287.5,-0.11
27.5,292.5,-0.15
27.5,297.5,-0.08
27.5,302.5,-0.04
27.5,307.5,0.06
27.5,312.5,0.23
27.5,317.5,0.57
27.5,322.5,0.92
27.5,327.5,1.38
27.5,332.5,1.78
27.5,337.5,2.05
27.5,342.5,1.98
27.5,347.5,2.06
27.5,352.5,2.87
27.5,357.5,1.83
32.5,2.5,2.24
32.5,7.5,1.81
32.5,12.5,1.42
32.5,17.5,1.27
32.5,22.5,1.41
32.5,27.5,1.1
32.5,32.5,0.95
32.5,37.5,0.86
32.5,42.5,1.86
32.5,47.5,0.78
32.5,52.5,-0.09
32.5,57.5,0.05
32.5,62.5,0.08
32.5,67.5,-0.88
32.5,72.5,-0.08
32.5,77.5,-0.81
32.5,82.5,-0.66
32.5,87.5,-0.73
32.5,92.5,-0.79
32.5,97.5,-0.63
32.5,102.5,0.38
32.5,107.5,-0.86
32.5,112.5,-1.52
32.5,117.5,-1.18
32.5,122.5,0.37
32.5,127.5,1.06
32.5,132.5,1.15
32.5,137.5,0.98
32.5,142.5,0.57
32.5,147.5,0.36
32.5,152.5,0.28
32.5,157.5,0.37
32.5,162.5,0.53
32.5,167.5,0.54
32.5,172.5,0.49
32.5,177.5,0.45
32.5,182.5,0.37
32.5,187.5,0.23
32.5,192.5,0.32
32.5,197.5,0.4
32.5,202.5,0.32
32.5,207.5,0.19
32.5,212.5,0.15
32.5,217.5,0.18
32.5,222.5,0.29
32.5,227.5,0.41
32.5,232.5,0.47
32.5,237.5,0.59
32.5,242.5,0.32
32.5,247.5,0.3
32.5,252.5,0.53
32.5,257.5,2.54
32.5,262.5,3.46
32.5,267.5,3.11
32.5,272.5,1.51
32.5,277.5,0.93
32.5,282.5,0.02
32.5,287.5,0.21
32.5,292.5,0.04
32.5,297.5,-0.06
32.5,302.5,0
32.5,307.5,0.01
32.5,312.5,0.07
32.5,317.5,0.27
32.5,322.5,0.51
32.5,327.5,1.02
32.5,332.5,1.58
32.5,337.5,2.02
32.5,342.5,2.09
32.5,347.5,1.85
32.5,352.5,2.04
32.5,357.5,2.41
37.5,2.5,1.59
37.5,7.5,1.59
37.5,12.5,1.09
37.5,17.5,1.17
37.5,22.5,1.41
37.5,27.5,1.75
37.5,32.5,2.64
37.5,37.5,3.19
37.5,42.5,3.79
37.5,47.5,1.07
37.5,52.5,0.57
37.5,57.5,1.11
37.5,62.5,0.33
37.5,67.5,0.35
37.5,72.5,0.89
37.5,77.5,-0.31
37.5,82.5,-0.5
37.5,87.5,-0.96
37.5,92.5,-0.34
37.5,97.5,-0.52
37.5,102.5,-0.47
37.5,107.5,-0.67
37.5,112.5,-0.85
37.5,117.5,-0.29
37.5,122.5,0.33
37.5,127.5,1.62
37.5,132.5,1.49
37.5,137.5,1.71
37.5,142.5,1.69
37.5,147.5,1.51
37.5,152.5,1.12
37.5,157.5,1.02
37.5,162.5,1.07
37.5,167.5,1.09
37.5,172.5,1.2
37.5,177.5,1.19
37.5,182.5,1.13
37.5,187.5,1.1
37.5,192.5,1.09
37.5,197.5,0.99
37.5,202.5,0.7
37.5,207.5,0.34
37.5,212.5,0.11
37.5,217.5,0.1
37.5,222.5,0.17
37.5,227.5,0.44
37.5,232.5,0.71
37.5,237.5,0.6
37.5,242.5,-0.02
37.5,247.5,0.75
37.5,252.5,1.12
37.5,257.5,3.16
37.5,262.5,5.12
37.5,267.5,5.14
37.5,272.5,4.09
37.5,277.5,3.13
37.5,282.5,1.68
37.5,287.5,0.8
37.5,292.5,0.25
37.5,297.5,-0.19
37.5,302.5,-0.12
37.5,307.5,-0.01
37.5,312.5,0.15
37.5,317.5,0.31
37.5,322.5,0.38
37.5,327.5,0.84
37.5,332.5,1.39
37.5,337.5,1.7
37.5,342.5,1.82
37.5,347.5,1.65
37.5,352.5,1.75
37.5,357.5,1.81
42.5,2.5,2.03
42.5,7.5,1.24
42.5,12.5,1.7
42.5,17.5,2.23
42.5,22.5,4.99
42.5,27.5,2.89
42.5,32.5,1.83
42.5,37.5,1.21
42.5,42.5,2.66
42.5,47.5,1.44
42.5,52.5,0.62
42.5,57.5,2.02
42.5,62.5,1.29
42.5,67.5,0.5
42.5,72.5,0.71
42.5,77.5,-0.83
42.5,82.5,-1.46
42.5,87.5,-1.34
42.5,92.5,-1.69
42.5,97.5,-1.96
42.5,102.5,-1.25
42.5,107.5,-1.47
42.5,112.5,-1.68
42.5,117.5,-0.49
42.5,122.5,-0.29
42.5,127.5,1.31
42.5,132.5,1.34
42.5,137.5,1.55
42.5,142.5,1.56
42.5,147.5,1.4
42.5,152.5,1.16
42.5,157.5,1.21
42.5,162.5,1.23
42.5,167.5,1.24
42.5,172.5,1.32
42.5,177.5,1.37
42.5,182.5,1.38
42.5,187.5,1.38
42.5,192.5,1.28
42.5,197.5,1.16
42.5,202.5,0.94
42.5,207.5,0.49
42.5,212.5,0.1
42.5,217.5,-0.04
42.5,222.5,0.15
42.5,227.5,0.56
42.5,232.5,0.88
42.5,237.5,0.71
42.5,242.5,0.87
42.5,247.5,1.75
42.5,252.5,2.19
42.5,257.5,4.13
42.5,262.5,6.53
42.5,267.5,7.27
42.5,272.5,4.7
42.5,277.5,2.88
42.5,282.5,3.33
42.5,287.5,2.12
42.5,292.5,0.37
42.5,297.5,-0.6
42.5,302.5,-0.99
42.5,307.5,-0.42
42.5,312.5,0.07
42.5,317.5,0.31
42.5,322.5,0.34
42.5,327.5,0.61
42.5,332.5,0.87
42.5,337.5,1.08
42.5,342.5,1.17
42.5,347.5,1.1
42.5,352.5,1.53
42.5,357.5,2.01
47.5,2.5,3.68
47.5,7.5,4.64
47.5,12.5,4.68
47.5,17.5,6.24
47.5,22.5,6.94
47.5,27.5,6.63
47.5,32.5,4.75
47.5,37.5,3.59
47.5,42.5,3.09
47.5,47.5,2.33
47.5,52.5,1.11
47.5,57.5,1.45
47.5,62.5,1.28
47.5,67.5,-0.3
47.5,72.5,-1.91
47.5,77.5,-3.05
47.5,82.5,-3
47.5,87.5,-2.72
47.5,92.5,-1.07
47.5,97.5,-1.07
47.5,102.5,-3.25
47.5,107.5,-2.39
47.5,112.5,-3.6
47.5,117.5,-2.2
47.5,122.5,0.05
47.5,127.5,0.45
47.5,132.5,1.07
47.5,137.5,-0.1
47.5,142.5,-0.39
47.5,147.5,0.93
47.5,152.5,0.28
47.5,157.5,0.2
47.5,162.5,0.34
47.5,167.5,0.46
47.5,172.5,0.56
47.5,177.5,0.74
47.5,182.5,0.78
47.5,187.5,0.7
47.5,192.5,0.63
47.5,197.5,0.59
47.5,202.5,0.53
47.5,207.5,0.32
47.5,212.5,0.14
47.5,217.5,0.16
47.5,222.5,0.45
47.5,227.5,0.66
47.5,232.5,0.85
47.5,237.5,0.98
47.5,242.5,1.63
47.5,247.5,1.5
47.5,252.5,3.24
47.5,257.5,6.07
47.5,262.5,7.81
47.5,267.5,6.94
47.5,272.5,2.62
47.5,277.5,3.95
47.5,282.5,5.19
47.5,287.5,4.13
47.5,292.5,3.21
47.5,297.5,-0.03
47.5,302.5,0.42
47.5,307.5,0.63
47.5,312.5,0.51
47.5,317.5,0.51
47.5,322.5,0.18
47.5,327.5,0.02
47.5,332.5,0.18
47.5,337.5,0.36
47.5,342.5,0.51
47.5,347.5,0.74
47.5,352.5,0.96
47.5,357.5,1.54
52.5,2.5,1.7
52.5,7.5,2.93
52.5,12.5,4.29
52.5,17.5,5.59
52.5,22.5,6.02
52.5,27.5,5.54
52.5,32.5,4.46
52.5,37.5,3.1
52.5,42.5,1.47
52.5,47.5,-0.26
52.5,52.5,-1.01
52.5,57.5,-0.63
52.5,62.5,-0.47
52.5,67.5,-0.61
52.5,72.5,-0.64
52.5,77.5,-0.2
52.5,82.5,-1.1
52.5,87.5,-2.72
52.5,92.5,-2.36
52.5,97.5,-2.89
52.5,102.5,-2.6
52.5,107.5,-2.81
52.5,112.5,-2.02
52.5,117.5,-0.47
52.5,122.5,-0.57
52.5,127.5,0.43
52.5,132.5,-0.23
52.5,137.5,-0.13
52.5,142.5,-0.74
52.5,147.5,-0.73
52.5,152.5,-0.02
52.5,157.5,-1.04
52.5,162.5,-0.16
52.5,167.5,0.07
52.5,172.5,0.18
52.5,177.5,0.39
52.5,182.5,0.43
52.5,187.5,0.42
52.5,192.5,0.42
52.5,197.5,0.37
52.5,202.5,0.33
52.5,207.5,0.27
52.5,212.5,0.25
52.5,217.5,0.39
52.5,222.5,0.59
52.5,227.5,0.7
52.5,232.5,0.41
52.5,237.5,0.83
52.5,242.5,1.67
52.5,247.5,2.48
52.5,252.5,4.19
52.5,257.5,5.65
52.5,262.5,6.2
52.5,267.5,5.52
52.5,272.5,5.11
52.5,277.5,3.41
52.5,282.5,3.9
52.5,287.5,5.32
52.5,292.5,4.48
52.5,297.5,4.02
52.5,302.5,4.52
52.5,307.5,1.01
52.5,312.5,0.84
52.5,317.5,0.71
52.5,322.5,0.46
52.5,327.5,0.12
52.5,332.5,0.09
52.5,337.5,0.24
52.5,342.5,0.35
52.5,347.5,0.72
52.5,352.5,1.29
52.5,357.5,1.91
57.5,2.5,0.73
57.5,7.5,0.87
57.5,12.5,1.32
57.5,17.5,0.01
57.5,22.5,0.53
57.5,27.5,2.92
57.5,32.5,2.02
57.5,37.5,0.65
57.5,42.5,-0.07
57.5,47.5,-0.54
57.5,52.5,-0.19
57.5,57.5,0.15
57.5,62.5,0.25
57.5,67.5,0.59
57.5,72.5,-0.44
57.5,77.5,-0.88
57.5,82.5,-0.68
57.5,87.5,-1.84
57.5,92.5,-2.36
57.5,97.5,-2.34
57.5,102.5,-3.04
57.5,107.5,-1.76
57.5,112.5,-1.67
57.5,117.5,-0.92
57.5,122.5,-0.62
57.5,127.5,-0.31
57.5,132.5,-0.38
57.5,137.5,-0.95
57.5,142.5,-4.19
57.5,147.5,-0.01
57.5,152.5,-5.33
57.5,157.5,-4.92
57.5,162.5,-1.77
57.5,167.5,0.15
57.5,172.5,0.35
57.5,177.5,0.26
57.5,182.5,0.26
57.5,187.5,0.4
57.5,192.5,0.04
57.5,197.5,-0.03
57.5,202.5,0.79
57.5,207.5,0.36
57.5,212.5,0.41
57.5,217.5,0.48
57.5,222.5,0.48
57.5,227.5,0.52
57.5,232.5,-1.2
57.5,237.5,1.4
57.5,242.5,2.83
57.5,247.5,3.45
57.5,252.5,3.73
57.5,257.5,2.28
57.5,262.5,2.54
57.5,267.5,1.79
57.5,272.5,0.54
57.5,277.5,0
57.5,282.5,2.68
57.5,287.5,2.94
57.5,292.5,2.2
57.5,297.5,4.41
57.5,302.5,0.76
57.5,307.5,0.57
57.5,312.5,0.45
57.5,317.5,0.38
57.5,322.5,0.56
57.5,327.5,0.55
57.5,332.5,0.41
57.5,337.5,0.42
57.5,342.5,0.45
57.5,347.5,0.56
57.5,352.5,0.91
57.5,357.5,1.02
62.5,2.5,0.53
62.5,7.5,0.27
62.5,12.5,0.54
62.5,17.5,0.02
62.5,22.5,2.21
62.5,27.5,0.7
62.5,32.5,0.26
62.5,37.5,0.03
62.5,42.5,0.14
62.5,47.5,0.26
62.5,52.5,0.81
62.5,57.5,1.12
62.5,62.5,2.33
62.5,67.5,2.6
62.5,72.5,1.88
62.5,77.5,1.21
62.5,82.5,0.91
62.5,87.5,-0.47
62.5,92.5,-0.6
62.5,97.5,-2.03
62.5,102.5,-1.49
62.5,107.5,-1.9
62.5,112.5,-2.19
62.5,117.5,-1.64
62.5,122.5,-1.62
62.5,127.5,-0.49
62.5,132.5,-1.01
62.5,137.5,-2.07
62.5,142.5,-2.49
62.5,147.5,-1.99
62.5,152.5,-1.66
62.5,157.5,-2.78
62.5,162.5,-2.97
62.5,167.5,-1.71
62.5,172.5,-0.36
62.5,177.5,1.65
62.5,182.5,-0.22
62.5,187.5,1.16
62.5,192.5,2.28
62.5,197.5,1.49
62.5,202.5,1.34
62.5,207.5,0.44
62.5,212.5,1.09
62.5,217.5,-0.1
62.5,222.5,-0.86
62.5,227.5,-0.47
62.5,232.5,0.88
62.5,237.5,2.16
62.5,242.5,3.03
62.5,247.5,2.94
62.5,252.5,2.97
62.5,257.5,2.6
62.5,262.5,2.08
62.5,267.5,2.53
62.5,272.5,0.14
62.5,277.5,1.52
62.5,282.5,1.49
62.5,287.5,1.1
62.5,292.5,1.04
62.5,297.5,-1.31
62.5,302.5,0.65
62.5,307.5,0.38
62.5,312.5,-0.14
62.5,317.5,0.37
62.5,322.5,-0.17
62.5,327.5,0.33
62.5,332.5,0.44
62.5,337.5,0.21
62.5,342.5,0.14
62.5,347.5,0.58
62.5,352.5,0.7
62.5,357.5,0.78
67.5,2.5,-0.53
67.5,7.5,-0.06
67.5,12.5,-1.07
67.5,17.5,0.57
67.5,22.5,1.36
67.5,27.5,1.59
67.5,32.5,-0.15
67.5,37.5,1.94
67.5,42.5,2.4
67.5,47.5,1.57
67.5,52.5,3.28
67.5,57.5,3.46
67.5,62.5,4.96
67.5,67.5,5.82
67.5,72.5,5.57
67.5,77.5,5.6
67.5,82.5,4.45
67.5,87.5,1.43
67.5,92.5,1.26
67.5,97.5,1.45
67.5,102.5,1.51
67.5,107.5,1
67.5,112.5,0.98
67.5,117.5,-0.04
67.5,122.5,-2.65
67.5,127.5,-0.72
67.5,132.5,-0.24
67.5,137.5,-0.4
67.5,142.5,1.53
67.5,147.5,1.55
67.5,152.5,1.37
67.5,157.5,0.17
67.5,162.5,-1.75
67.5,167.5,-3.05
67.5,172.5,-0.83
67.5,177.5,-1.11
67.5,182.5,-0.2
67.5,187.5,0.66
67.5,192.5,0.68
67.5,197.5,1.76
67.5,202.5,1.74
67.5,207.5,1.54
67.5,212.5,1.75
67.5,217.5,1.58
67.5,222.5,1.46
67.5,227.5,2.55
67.5,232.5,2.54
67.5,237.5,3.3
67.5,242.5,3.74
67.5,247.5,3.21
67.5,252.5,3.42
67.5,257.5,2.05
67.5,262.5,1.83
67.5,267.5,1.53
67.5,272.5,2.11
67.5,277.5,3.13
67.5,282.5,3.23
67.5,287.5,2.98
67.5,292.5,2.18
67.5,297.5,4.07
67.5,302.5,2.83
67.5,307.5,0.49
67.5,312.5,-1.78
67.5,317.5,-3.44
67.5,322.5,-2.56
67.5,327.5,-4.42
67.5,332.5,-4.77
67.5,337.5,-4.32
67.5,342.5,-3.55
67.5,347.5,-1.68
67.5,352.5,-1.08
67.5,357.5,-1.09
72.5,2.5,-0.82
72.5,7.5,0.52
72.5,12.5,0.9
72.5,17.5,1.52
72.5,22.5,2
72.5,27.5,1.25
72.5,32.5,1.26
72.5,37.5,1.32
72.5,42.5,1.45
72.5,47.5,1.2
72.5,52.5,3.78
72.5,57.5,6.24
72.5,62.5,7.06
72.5,67.5,6.81
72.5,72.5,7.3
72.5,77.5,7.59
72.5,82.5,7.16
72.5,87.5,6.49
72.5,92.5,5.97
72.5,97.5,6.02
72.5,102.5,5.68
72.5,107.5,4.71
72.5,112.5,5.71
72.5,117.5,3.92
72.5,122.5,2.89
72.5,127.5,0.91
72.5,132.5,1.89
72.5,137.5,2.24
72.5,142.5,1.37
72.5,147.5,1.24
72.5,152.5,1.57
72.5,157.5,0.77
72.5,162.5,0.87
72.5,167.5,-0.09
72.5,172.5,0.32
72.5,177.5,1.34
72.5,182.5,1.17
72.5,187.5,1.2
72.5,192.5,1.42
72.5,197.5,1.72
72.5,202.5,2.52
72.5,207.5,3.27
72.5,212.5,3.58
72.5,217.5,4.35
72.5,222.5,5.43
72.5,227.5,5.92
72.5,232.5,5.62
72.5,237.5,3.96
72.5,242.5,3.65
72.5,247.5,2.77
72.5,252.5,2.32
72.5,257.5,2.66
72.5,262.5,2.31
72.5,267.5,2.54
72.5,272.5,3.4
72.5,277.5,3.85
72.5,282.5,4.26
72.5,287.5,3.53
72.5,292.5,3.85
72.5,297.5,1.33
72.5,302.5,0.29
72.5,307.5,0.09
72.5,312.5,-1.77
72.5,317.5,-3.56
72.5,322.5,-4.53
72.5,327.5,-3.33
72.5,332.5,-1.86
72.5,337.5,-0.57
72.5,342.5,0.54
72.5,347.5,-0.21
72.5,352.5,-1.66
72.5,357.5,-2.37
77.5,2.5,0.99
77.5,7.5,1.13
77.5,12.5,3.01
77.5,17.5,3.8
77.5,22.5,4.34
77.5,27.5,4.69
77.5,32.5,4.33
77.5,37.5,4.81
77.5,42.5,4.72
77.5,47.5,4.57
77.5,52.5,5.71
77.5,57.5,6.82
77.5,62.5,7.53
77.5,67.5,6.94
77.5,72.5,6.86
77.5,77.5,8.71
77.5,82.5,6.36
77.5,87.5,8.52
77.5,92.5,6.13
77.5,97.5,6.67
77.5,102.5,8.16
77.5,107.5,6.37
77.5,112.5,5.85
77.5,117.5,5.57
77.5,122.5,5.08
77.5,127.5,4.8
77.5,132.5,4.6
77.5,137.5,3.49
77.5,142.5,3.05
77.5,147.5,2.5
77.5,152.5,2.61
77.5,157.5,1.89
77.5,162.5,2.43
77.5,167.5,1.78
77.5,172.5,2.23
77.5,177.5,2.87
77.5,182.5,4.07
77.5,187.5,4.5
77.5,192.5,5.97
77.5,197.5,4.82
77.5,202.5,5.23
77.5,207.5,5.72
77.5,212.5,6.41
77.5,217.5,6.58
77.5,222.5,6.96
77.5,227.5,7.05
77.5,232.5,6.69
77.5,237.5,5.65
77.5,242.5,4.06
77.5,247.5,10.22
77.5,252.5,2.08
77.5,257.5,3.49
77.5,262.5,2.99
77.5,267.5,2.67
77.5,272.5,0.29
77.5,277.5,2.94
77.5,282.5,3.28
77.5,287.5,3.86
77.5,292.5,1.27
77.5,297.5,0.6
77.5,302.5,0.09
77.5,307.5,-0.77
77.5,312.5,-2.23
77.5,317.5,-2.87
77.5,322.5,-2.48
77.5,327.5,-1.4
77.5,332.5,-0.29
77.5,337.5,2.04
77.5,342.5,1.4
77.5,347.5,4.41
77.5,352.5,5.51
77.5,357.5,-2.42
82.5,2.5,8.74
82.5,7.5,8.46
82.5,12.5,7.52
82.5,17.5,7.86
82.5,22.5,7.94
82.5,27.5,7.65
82.5,32.5,7.41
82.5,37.5,7.64
82.5,42.5,8.28
82.5,47.5,7.88
82.5,52.5,8.62
82.5,57.5,9.64
82.5,62.5,8.59
82.5,67.5,8.45
82.5,72.5,8.26
82.5,77.5,7.75
82.5,82.5,7.42
82.5,87.5,7.41
82.5,92.5,7.27
82.5,97.5,7.53
82.5,102.5,6.85
82.5,107.5,6.59
82.5,112.5,6.62
82.5,117.5,6.35
82.5,122.5,6.04
82.5,127.5,5.98
82.5,132.5,5.43
82.5,137.5,4.93
82.5,142.5,4.59
82.5,147.5,4.52
82.5,152.5,4.1
82.5,157.5,3.94
82.5,162.5,5.13
82.5,167.5,4.88
82.5,172.5,5.03
82.5,177.5,5.64
82.5,182.5,6.36
82.5,187.5,6.33
82.5,192.5,6.57
82.5,197.5,6.97
82.5,202.5,6.68
82.5,207.5,6.49
82.5,212.5,6.86
82.5,217.5,6.16
82.5,222.5,6.28
82.5,227.5,5.75
82.5,232.5,5.67
82.5,237.5,6.13
82.5,242.5,5.24
82.5,247.5,5.68
82.5,252.5,5.33
82.5,257.5,6.05
82.5,262.5,5.72
82.5,267.5,5.3
82.5,272.5,5.24
82.5,277.5,4.72
82.5,282.5,4.93
82.5,287.5,5.59
82.5,292.5,5.58
82.5,297.5,1.53
82.5,302.5,5.22
82.5,307.5,4.67
82.5,312.5,4.94
82.5,317.5,4.7
82.5,322.5,4.49
82.5,327.5,5.16
82.5,332.5,8.26
82.5,337.5,6.59
82.5,342.5,4.17
82.5,347.5,7.51
82.5,352.5,7.48
82.5,357.5,7.35
87.5,2.5,9.03
87.5,7.5,9.44
87.5,12.5,9.35
87.5,17.5,9.27
87.5,22.5,9.49
87.5,27.5,9.15
87.5,32.5,9.25
87.5,37.5,9.13
87.5,42.5,8.67
87.5,47.5,8.81
87.5,52.5,8.84
87.5,57.5,8.43
87.5,62.5,8.31
87.5,67.5,8.34
87.5,72.5,8.16
87.5,77.5,8.18
87.5,82.5,8.42
87.5,87.5,7.62
87.5,92.5,8.02
87.5,97.5,8.38
87.5,102.5,8.49
87.5,107.5,11.31
87.5,112.5,11.41
87.5,117.5,11.58
87.5,122.5,7.51
87.5,127.5,7.56
87.5,132.5,7.26
87.5,137.5,6.68
87.5,142.5,6.58
87.5,147.5,6.85
87.5,152.5,6.23
87.5,157.5,6.05
87.5,162.5,6.77
87.5,167.5,6.97
87.5,172.5,6.8
87.5,177.5,6.92
87.5,182.5,6.39
87.5,187.5,6.47
87.5,192.5,5.88
87.5,197.5,7.11
87.5,202.5,6.93
87.5,207.5,7.46
87.5,212.5,6.87
87.5,217.5,6.91
87.5,222.5,7
87.5,227.5,6.92
87.5,232.5,6.93
87.5,237.5,6.73
87.5,242.5,7.27
87.5,247.5,7.17
87.5,252.5,6.85
87.5,257.5,7.27
87.5,262.5,7.17
87.5,267.5,7.75
87.5,272.5,7.83
87.5,277.5,8.23
87.5,282.5,7.43
87.5,287.5,8.53
87.5,292.5,8.4
87.5,297.5,8.65
87.5,302.5,8.81
87.5,307.5,14.5
87.5,312.5,14.41
87.5,317.5,8.73
87.5,322.5,8.83
87.5,327.5,8.84
87.5,332.5,9.33
87.5,337.5,9.61
87.5,342.5,9.33
87.5,347.5,9.47
87.5,352.5,9.29
87.5,357.5,9.64
